year,hs10,tariff_item8,description,uom
2023-7,3004.20.00.12,3004.20.00,Containing vancomycin,-
2023-7,3004.20.00.13,3004.20.00,Containing erythromycin,-
2023-7,3004.20.00.18,3004.20.00,"Other, containing macrolides",-
2023-7,3004.20.00.19,3004.20.00,Other,-
2023-7,3004.20.00.80,3004.20.00,"Other, containing ivermectin",-
2023-7,3004.20.00.90,3004.20.00,Other,-
2023-7,3004.31.00.00,3004.31.00,Containing insulin,-
2023-7,3004.32.00.00,3004.32.00,"Containing corticosteroid hormones, their derivatives or structural analogues",-
2023-7,3004.39.00.11,3004.39.00,"Epinephrine, its solutions and pituitary extracts",-
2023-7,3004.39.00.12,3004.39.00,Containing anterior pituitary hormones,-
2023-7,3004.39.00.13,3004.39.00,Containing unmixed single estrogens,-
2023-7,3004.39.00.19,3004.39.00,Other,-
2023-7,3004.39.00.90,3004.39.00,Other,-
2023-7,3004.41.00.00,3004.41.00,Containing ephedrine or its salts,KGM
2023-7,3004.42.00.00,3004.42.00,Containing pseudoephedrine (INN) or its salts,KGM
2023-7,3004.43.00.00,3004.43.00,Containing norephedrine or its salts,KGM
2023-7,3004.49.00.10,3004.49.00,Containing morphine or derivatives thereof,KGM
2023-7,3004.49.00.90,3004.49.00,Other,KGM
2023-7,3004.50.00.11,3004.50.00,"Containing a single vitamin, not mixed with other supplements",-
2023-7,3004.50.00.12,3004.50.00,"Containing a single vitamin, mixed with other supplements",-
2023-7,3004.50.00.14,3004.50.00,"Containing multivitamins, mixed with other supplements",-
2023-7,3004.50.00.19,3004.50.00,Other,-
2023-7,3004.50.00.90,3004.50.00,Other,-
2023-7,3004.60.00.00,3004.60.00,"Other, containing antimalarial active principles described in Subheading Note 2 to this Chapter",KGM
2023-7,3004.90.00.11,3004.90.00,Amino acids,-
2023-7,3004.90.00.12,3004.90.00,Dextrose (glucose) and levulose (fructose) solutions,-
2023-7,3004.90.00.19,3004.90.00,Other,-
2023-7,3004.90.00.21,3004.90.00,Containing cannabis or cannabinoids,KGM
2023-7,3004.90.00.22,3004.90.00,Analgesics,KGM
2023-7,3004.90.00.23,3004.90.00,Antidepressants and tranquilizers,KGM
2023-7,3004.90.00.24,3004.90.00,Antihypertensive agents,KGM
2023-7,3004.90.00.25,3004.90.00,Antihistaminic agents,KGM
2023-7,3004.90.00.26,3004.90.00,"Other agents, acting on the central nervous system",KGM
2023-7,3004.90.00.27,3004.90.00,Local anaesthetics,KGM
2023-7,3004.90.00.29,3004.90.00,Other,KGM
2023-7,3004.90.00.42,3004.90.00,Laxatives,KGM
2023-7,3004.90.00.43,3004.90.00,Antacids,KGM
2023-7,3004.90.00.49,3004.90.00,Other,KGM
2023-7,3004.90.00.50,3004.90.00,"Other, for human use, acting on the cardio-vascular system",KGM
2023-7,3004.90.00.61,3004.90.00,Containing sulfonamides,KGM
2023-7,3004.90.00.69,3004.90.00,Other,KGM
2023-7,3004.90.00.71,3004.90.00,Haematological agents,KGM
2023-7,3004.90.00.72,3004.90.00,Antineoplastic agents,KGM
2023-7,3004.90.00.73,3004.90.00,Cough or cold preparations,KGM
2023-7,3004.90.00.74,3004.90.00,"Primarily affecting the eyes, ears or respiratory system",KGM
2023-7,3004.90.00.75,3004.90.00,Diuretics,KGM
2023-7,3004.90.00.76,3004.90.00,"Primarily affecting electrolytic, caloric or water balance",KGM
2023-7,3004.90.00.77,3004.90.00,Dermatological agents,KGM
2023-7,3004.90.00.78,3004.90.00,Containing hyaluronic acid or its sodium salt,KGM
2023-7,3004.90.00.79,3004.90.00,Other,KGM
2023-7,3004.90.00.90,3004.90.00,Other,KGM
2023-7,3005.10.00.10,3005.10.00,Coated or impregnated with pharmaceutical substances,-
2023-7,3005.10.00.91,3005.10.00,Adhesive dressings,-
2023-7,3005.10.00.99,3005.10.00,Other,-
2023-7,3005.90.00.20,3005.90.00,Coated or impregnated with pharmaceutical substances,-
2023-7,3005.90.00.30,3005.90.00,"Surgical dressings, not stitched or otherwise manufactured, not coated or impregnated with pharmaceutical substances",-
2023-7,3005.90.00.40,3005.90.00,"Other, of woven fabrics, other than woven fabrics solely of cotton; Of knitted fabrics, nonwovens or felts",-
2023-7,3005.90.00.90,3005.90.00,Other,-
2023-7,3006.10.00.10,3006.10.00,Sterile surgical catgut and similar sterile suture materials for surgical wound closure,-
2023-7,3006.10.00.90,3006.10.00,Other,-
2023-7,3006.30.00.10,3006.30.00,Opacifying preparations for X-ray examinations,-
2023-7,3006.30.00.90,3006.30.00,Other,-
2023-7,3006.40.00.10,3006.40.00,Dental cements and bone reconstruction cements,-
2023-7,3006.40.00.90,3006.40.00,Other,-
2023-7,3006.50.00.00,3006.50.00,First-aid boxes and kits,-
2023-7,3006.60.00.00,3006.60.00,"Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",KGM
2023-7,3006.70.10.00,3006.70.10,"Chemical or biological preparations, including kits containing ancillary articles or materials, for medical diagnosis; To be employed in the insemination of animal semen",-
2023-7,3006.70.90.00,3006.70.90,Other,-
2023-7,3006.91.00.00,3006.91.00,Appliances identifiable for ostomy use,-
2023-7,3006.92.00.00,3006.92.00,Waste pharmaceuticals,-
2023-7,3006.93.10.00,3006.93.10,Syrup based,KGM
2023-7,3006.93.20.00,3006.93.20,Sugar based,KGM
2023-7,3006.93.30.00,3006.93.30,Other food based,KGM
2023-7,3006.93.40.00,3006.93.40,Non-alcoholic beverages based,-
2023-7,3006.93.90.00,3006.93.90,Other,KGM
2024,3001.20.00.00,3001.20.00,Extracts of glands or other organs or of their secretions,KGM
2024,3001.90.00.10,3001.90.00,Heparin and its salts,KGM
2024,3001.90.00.20,3001.90.00,"Bone, organs and other human or animal tissue, living or preserved, suitable for permanent grafting or implantation",KGM
2024,3001.90.00.90,3001.90.00,Other,KGM
2024,3002.12.00.11,3002.12.00,For diagnostic use,KGM
2024,3002.12.00.12,3002.12.00,"Other, blood plasma",KGM
2024,3002.12.00.13,3002.12.00,"Other, immune globulin",KGM
2024,3002.12.00.19,3002.12.00,Other,KGM
2024,3002.12.00.21,3002.12.00,For use in humans,KGM
2024,3002.12.00.29,3002.12.00,Other,KGM
2024,3002.13.00.00,3002.13.00,"Immunological products, unmixed, not put up in measured doses or in forms or packings for retail sale",KGM
2024,3002.14.00.00,3002.14.00,"Immunological products, mixed, not put up in measured doses or in forms or packings for retail sale",KGM
2024,3002.15.00.00,3002.15.00,"Immunological products, put up in measured doses or in forms or packings for retail sale",KGM
2024,3002.41.00.10,3002.41.00,Against influenza virus,-
2024,3002.41.00.90,3002.41.00,Other,-
2024,3002.42.00.10,3002.42.00,Vaccines against foot and mouth disease; vaccines prepared for parenteral administration; bovine intranasal vaccines,-
2024,3002.42.00.90,3002.42.00,Other,-
2024,3002.49.00.10,3002.49.00,Micro-organisms cultures,KGM
2024,3002.49.00.20,3002.49.00,Toxins,KGM
2024,3002.49.00.90,3002.49.00,Other,KGM
2024,3002.51.00.00,3002.51.00,Cell therapy products,KGM
2024,3002.59.00.00,3002.59.00,Other,KGM
2024,3002.90.00.20,3002.90.00,"Toxoids, antitoxins, viruses, bacteriophage and bacterial lysates",KGM
2024,3002.90.00.30,3002.90.00,"Dried blood, of animal origin, whether or not soluble",-
2024,3002.90.00.40,3002.90.00,Whole human blood,KGM
2024,3002.90.00.90,3002.90.00,Other,KGM
2024,3003.10.00.00,3003.10.00,"Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",KGM
2024,3003.20.00.00,3003.20.00,"Other, containing antibiotics",KGM
2024,3003.31.00.00,3003.31.00,Containing insulin,KGM
2024,3003.39.00.00,3003.39.00,Other,KGM
2024,3003.41.00.00,3003.41.00,Containing ephedrine or its salts,KGM
2024,3003.42.00.00,3003.42.00,Containing pseudoephedrine (INN) or its salts,KGM
2024,3003.43.00.00,3003.43.00,Containing norephedrine or its salts,KGM
2024,3003.49.00.00,3003.49.00,Other,KGM
2024,3003.60.00.00,3003.60.00,"Other, containing antimalarial active principles described in Subheading Note 2 to this Chapter",KGM
2024,3003.90.00.30,3003.90.00,Containing acetaminophen,KGM
2024,3003.90.00.90,3003.90.00,Other,KGM
2024,3004.10.00.10,3004.10.00,For human use,-
2024,3004.10.00.90,3004.10.00,Other,-
2024,3004.20.00.11,3004.20.00,Containing cephalosporins,-
2024,3004.20.00.12,3004.20.00,Containing vancomycin,-
2024,3004.20.00.13,3004.20.00,Containing erythromycin,-
2024,3004.20.00.18,3004.20.00,"Other, containing macrolides",-
2024,3004.20.00.19,3004.20.00,Other,-
2024,3004.20.00.80,3004.20.00,"Other, containing ivermectin",-
2024,3004.20.00.90,3004.20.00,Other,-
2024,3004.31.00.00,3004.31.00,Containing insulin,-
2024,3004.32.00.00,3004.32.00,"Containing corticosteroid hormones, their derivatives or structural analogues",-
2024,3004.39.00.11,3004.39.00,"Epinephrine, its solutions and pituitary extracts",-
2024,3004.39.00.12,3004.39.00,Containing anterior pituitary hormones,-
2024,3004.39.00.13,3004.39.00,Containing unmixed single estrogens,-
2024,3004.39.00.19,3004.39.00,Other,-
2024,3004.39.00.90,3004.39.00,Other,-
2024,3004.41.00.00,3004.41.00,Containing ephedrine or its salts,KGM
2024,3004.42.00.00,3004.42.00,Containing pseudoephedrine (INN) or its salts,KGM
2024,3004.43.00.00,3004.43.00,Containing norephedrine or its salts,KGM
2024,3004.49.00.10,3004.49.00,Containing morphine or derivatives thereof,KGM
2024,3004.49.00.90,3004.49.00,Other,KGM
2024,3004.50.00.11,3004.50.00,"Containing a single vitamin, not mixed with other supplements",-
2024,3004.50.00.12,3004.50.00,"Containing a single vitamin, mixed with other supplements",-
2024,3004.50.00.14,3004.50.00,"Containing multivitamins, mixed with other supplements",-
2024,3004.50.00.19,3004.50.00,Other,-
2024,3004.50.00.90,3004.50.00,Other,-
2024,3004.60.00.00,3004.60.00,"Other, containing antimalarial active principles described in Subheading Note 2 to this Chapter",KGM
2024,3004.90.00.11,3004.90.00,Amino acids,-
2024,3004.90.00.12,3004.90.00,Dextrose (glucose) and levulose (fructose) solutions,-
2024,3004.90.00.19,3004.90.00,Other,-
2024,3004.90.00.21,3004.90.00,Containing cannabis or cannabinoids,KGM
2024,3004.90.00.22,3004.90.00,Analgesics,KGM
2024,3004.90.00.23,3004.90.00,Antidepressants and tranquilizers,KGM
2024,3004.90.00.24,3004.90.00,Antihypertensive agents,KGM
2024,3004.90.00.25,3004.90.00,Antihistaminic agents,KGM
2024,3004.90.00.26,3004.90.00,"Other agents, acting on the central nervous system",KGM
2024,3004.90.00.27,3004.90.00,Local anaesthetics,KGM
2024,3004.90.00.29,3004.90.00,Other,KGM
2024,3004.90.00.42,3004.90.00,Laxatives,KGM
2024,3004.90.00.43,3004.90.00,Antacids,KGM
2024,3004.90.00.49,3004.90.00,Other,KGM
2024,3004.90.00.50,3004.90.00,"Other, for human use, acting on the cardio-vascular system",KGM
2024,3004.90.00.61,3004.90.00,Containing sulfonamides,KGM
2024,3004.90.00.69,3004.90.00,Other,KGM
2024,3004.90.00.71,3004.90.00,Haematological agents,KGM
2024,3004.90.00.72,3004.90.00,Antineoplastic agents,KGM
2024,3004.90.00.73,3004.90.00,Cough or cold preparations,KGM
2024,3004.90.00.74,3004.90.00,"Primarily affecting the eyes, ears or respiratory system",KGM
2024,3004.90.00.75,3004.90.00,Diuretics,KGM
2024,3004.90.00.76,3004.90.00,"Primarily affecting electrolytic, caloric or water balance",KGM
2024,3004.90.00.77,3004.90.00,Dermatological agents,KGM
2024,3004.90.00.78,3004.90.00,Containing hyaluronic acid or its sodium salt,KGM
2024,3004.90.00.79,3004.90.00,Other,KGM
2024,3004.90.00.90,3004.90.00,Other,KGM
2024,3005.10.00.10,3005.10.00,Coated or impregnated with pharmaceutical substances,-
2024,3005.10.00.91,3005.10.00,Adhesive dressings,-
2024,3005.10.00.99,3005.10.00,Other,-
2024,3005.90.00.20,3005.90.00,Coated or impregnated with pharmaceutical substances,-
2024,3005.90.00.30,3005.90.00,"Surgical dressings, not stitched or otherwise manufactured, not coated or impregnated with pharmaceutical substances",-
2024,3005.90.00.40,3005.90.00,"Other, of woven fabrics, other than woven fabrics solely of cotton; Of knitted fabrics, nonwovens or felts",-
2024,3005.90.00.90,3005.90.00,Other,-
2024,3006.10.00.10,3006.10.00,Sterile surgical catgut and similar sterile suture materials for surgical wound closure,-
2024,3006.10.00.90,3006.10.00,Other,-
2024,3006.30.00.10,3006.30.00,Opacifying preparations for X-ray examinations,-
2024,3006.30.00.90,3006.30.00,Other,-
2024,3006.40.00.10,3006.40.00,Dental cements and bone reconstruction cements,-
2024,3006.40.00.90,3006.40.00,Other,-
2024,3006.50.00.00,3006.50.00,First-aid boxes and kits,-
2024,3006.60.00.00,3006.60.00,"Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",KGM
2024,3006.70.10.00,3006.70.10,"Chemical or biological preparations, including kits containing ancillary articles or materials, for medical diagnosis; To be employed in the insemination of animal semen",-
2024,3006.70.90.00,3006.70.90,Other,-
2024,3006.91.00.00,3006.91.00,Appliances identifiable for ostomy use,-
2024,3006.92.00.00,3006.92.00,Waste pharmaceuticals,-
2024,3006.93.10.00,3006.93.10,Syrup based,KGM
2024,3006.93.20.00,3006.93.20,Sugar based,KGM
2024,3006.93.30.00,3006.93.30,Other food based,KGM
2024,3006.93.40.00,3006.93.40,Non-alcoholic beverages based,-
2024,3006.93.90.00,3006.93.90,Other,KGM
2025,3001.20.00.00,3001.20.00,Extracts of glands or other organs or of their secretions,KGM
2025,3001.90.00.10,3001.90.00,Heparin and its salts,KGM
2025,3001.90.00.20,3001.90.00,"Bone, organs and other human or animal tissue, living or preserved, suitable for permanent grafting or implantation",KGM
2025,3001.90.00.90,3001.90.00,Other,KGM
2025,3002.12.00.11,3002.12.00,For diagnostic use,KGM
2025,3002.12.00.12,3002.12.00,"Other, blood plasma",KGM
2025,3002.12.00.13,3002.12.00,"Other, immune globulin",KGM
2025,3002.12.00.19,3002.12.00,Other,KGM
2025,3002.12.00.21,3002.12.00,For use in humans,KGM
2025,3002.12.00.29,3002.12.00,Other,KGM
2025,3002.13.00.00,3002.13.00,"Immunological products, unmixed, not put up in measured doses or in forms or packings for retail sale",KGM
2025,3002.14.00.00,3002.14.00,"Immunological products, mixed, not put up in measured doses or in forms or packings for retail sale",KGM
2025,3002.15.00.00,3002.15.00,"Immunological products, put up in measured doses or in forms or packings for retail sale",KGM
2025,3002.41.00.10,3002.41.00,Against influenza virus,-
2025,3002.41.00.90,3002.41.00,Other,-
2025,3002.42.00.10,3002.42.00,Vaccines against foot and mouth disease; vaccines prepared for parenteral administration; bovine intranasal vaccines,-
2025,3002.42.00.90,3002.42.00,Other,-
2025,3002.49.00.10,3002.49.00,Micro-organisms cultures,KGM
2025,3002.49.00.20,3002.49.00,Toxins,KGM
2025,3002.49.00.90,3002.49.00,Other,KGM
2025,3002.51.00.00,3002.51.00,Cell therapy products,KGM
2025,3002.59.00.00,3002.59.00,Other,KGM
2025,3002.90.00.20,3002.90.00,"Toxoids, antitoxins, viruses, bacteriophage and bacterial lysates",KGM
2025,3002.90.00.30,3002.90.00,"Dried blood, of animal origin, whether or not soluble",-
2025,3002.90.00.40,3002.90.00,Whole human blood,KGM
2025,3002.90.00.90,3002.90.00,Other,KGM
2025,3003.10.00.00,3003.10.00,"Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",KGM
2025,3003.20.00.00,3003.20.00,"Other, containing antibiotics",KGM
2025,3003.31.00.00,3003.31.00,Containing insulin,KGM
2025,3003.39.00.00,3003.39.00,Other,KGM
2025,3003.41.00.00,3003.41.00,Containing ephedrine or its salts,KGM
2025,3003.42.00.00,3003.42.00,Containing pseudoephedrine (INN) or its salts,KGM
2025,3003.43.00.00,3003.43.00,Containing norephedrine or its salts,KGM
2025,3003.49.00.00,3003.49.00,Other,KGM
2025,3003.60.00.00,3003.60.00,"Other, containing antimalarial active principles described in Subheading Note 2 to this Chapter",KGM
2025,3003.90.00.30,3003.90.00,Containing acetaminophen,KGM
2025,3003.90.00.90,3003.90.00,Other,KGM
2025,3004.10.00.10,3004.10.00,For human use,-
2025,3004.10.00.90,3004.10.00,Other,-
2025,3004.20.00.11,3004.20.00,Containing cephalosporins,-
2025,3004.20.00.12,3004.20.00,Containing vancomycin,-
2025,3004.20.00.13,3004.20.00,Containing erythromycin,-
2025,3004.20.00.18,3004.20.00,"Other, containing macrolides",-
2025,3004.20.00.19,3004.20.00,Other,-
2025,3004.20.00.80,3004.20.00,"Other, containing ivermectin",-
2025,3004.20.00.90,3004.20.00,Other,-
2025,3004.31.00.00,3004.31.00,Containing insulin,-
2025,3004.32.00.00,3004.32.00,"Containing corticosteroid hormones, their derivatives or structural analogues",-
2025,3004.39.00.11,3004.39.00,"Epinephrine, its solutions and pituitary extracts",-
2025,3004.39.00.12,3004.39.00,Containing anterior pituitary hormones,-
2025,3004.39.00.13,3004.39.00,Containing unmixed single estrogens,-
2025,3004.39.00.19,3004.39.00,Other,-
2025,3004.39.00.90,3004.39.00,Other,-
2025,3004.41.00.00,3004.41.00,Containing ephedrine or its salts,KGM
2025,3004.42.00.00,3004.42.00,Containing pseudoephedrine (INN) or its salts,KGM
2025,3004.43.00.00,3004.43.00,Containing norephedrine or its salts,KGM
2025,3004.49.00.10,3004.49.00,Containing morphine or derivatives thereof,KGM
2025,3004.49.00.90,3004.49.00,Other,KGM
2025,3004.50.00.11,3004.50.00,"Containing a single vitamin, not mixed with other supplements",-
2025,3004.50.00.12,3004.50.00,"Containing a single vitamin, mixed with other supplements",-
2025,3004.50.00.14,3004.50.00,"Containing multivitamins, mixed with other supplements",-
2025,3004.50.00.19,3004.50.00,Other,-
2025,3004.50.00.90,3004.50.00,Other,-
2025,3004.60.00.00,3004.60.00,"Other, containing antimalarial active principles described in Subheading Note 2 to this Chapter",KGM
2025,3004.90.00.11,3004.90.00,Amino acids,-
2025,3004.90.00.12,3004.90.00,Dextrose (glucose) and levulose (fructose) solutions,-
2025,3004.90.00.19,3004.90.00,Other,-
2025,3004.90.00.21,3004.90.00,Containing cannabis or cannabinoids,KGM
2025,3004.90.00.22,3004.90.00,Analgesics,KGM
2025,3004.90.00.23,3004.90.00,Antidepressants and tranquilizers,KGM
2025,3004.90.00.24,3004.90.00,Antihypertensive agents,KGM
2025,3004.90.00.25,3004.90.00,Antihistaminic agents,KGM
